Web Description,Bruteforce,DoS,insider,phishing,ransomware,Trojan,Web
"The covered entity (CE), Walnut Place, experienced a ransomware attack on one of its computer servers containing electronic protected health information (ePHI). The types of ePHI on the server included the demographic, clinical, and health insurance information of approximately 6,500 individuals. Upon discovering the breach, the CE contained and stopped the attack by removing infected files from the server. The CE provided breach notification to HHS, affected individuals, and the media. The CE improved administrative and technically safeguards and retrained staff on observing and reporting malicious software. OCR obtained assurance that the CE implemented corrective actions to enhance its security controls. ",0,0,0,0,1,0,0
"The covered entity (CE) reports that her single provider practice was the target of a ransomware attack that affected records in the CE’s billing and scheduling program on or about March 14, 2017, and affected records in its electronic medical record program on or about March 28, 2017. The types of protected health information (PHI) involved in the breach included the names, addresses, dates of birth, medical information, driver's license numbers, social security numbers, and insurance claim information of 8,436 individuals.  The CE provided breach notification to HHS, affected individuals, and the media. The CE thoroughly investigated the incident with the assistance of third party experts to ensure that its systems were secure and that it recovered all affected data.  The CE took a number of additional measures to safeguard its election PHI, such as using unique credentials for all levels of system access, password protecting all workstations, revising levels of access for staff, and changing its remote access system.  The CE began selecting a cloud-based vendor to replace its present system with the intention of migrating all electronic medical records to the new platform.  OCR reviewed the CE’s policies and procedures on uses and disclosures of PHI and safeguards, a copy of its risk analysis, and the security measures implemented to address risks and vulnerabilities.  OCR obtained assurances that the CE implemented the corrective actions listed above.",0,0,0,0,1,0,0
"On May 5, 2017, the covered entity (CE) reported that on March 16, 2017, it discovered that a person accessed its computer server and deployed ransomware, which prevented the CE’s employees from accessing data on its server.  The server contained patients’ clinical information, diagnoses, conditions, and other treatment information and affected approximately 1,243 individuals.  The CE provided notification to HHS, affected individuals, and the media.  It also reported the matter to the Clinton County Ohio Prosecutor’s office and the Clinton County Administrator.  To prevent similar breaches from happening in the future, the CE decommissioned the affected server, migrated to a cloud solution, and upgraded its anti-virus software to a managed solution monitored by help desk staff.  The CE also updated its policy and procedure regarding passwords, implemented its software restrictions policy, and trained its workforce on its policies and procedures regarding HIPAA and safeguards for PHI.  OCR obtained documented assurances that the CE implemented the corrective actions noted above.",0,0,0,0,1,0,0
"The covered entity’s (CE) electronic medical records (EMR) system and backup computer server were affected by ransomware.  The breach included the protected health information (PHI) of 4,000 individuals and included names, as well as clinical information. The CE provided breach notification to HHS, affected individuals, and the media. Following the breach, the CE upgraded its EMR system to a cloud-based, encrypted EMR system with additional security features, and implemented additional antiviral protections. As a result of OCR’s investigation, the CE completed a risk analysis, developed a risk management plan, and revised its HIPAA policies and procedures to ensure that they are tailored to the CE’s needs. ",0,0,0,0,1,0,0
"Harrisburg Endoscopy and Surgery Center, the covered entity (CE), filed a separate breach report that was also filed for Harrisburg Gastroenterology LTD concerning the same ransomware and subsequent investigation. The CE discovered that an unauthorized party obtained credentials allowing access to the CE’s record systems. The breach affected the protected health information (PHI) of 9,092 individuals for this CE, a subset of 93,323 for both CEs.  The types of PHI involved included demographic and clinical information, health insurance numbers and social security numbers. With the assistance of a forensic business associate (BA), the CE deactivated the compromised domain account and reset all account passwords.  The CE retained a forensic information technology (IT) consulting firm which conducted a comprehensive assessment to identify risks and vulnerabilities and to provide assistance with the implementation of new technical safeguards.  The CE contracted with a new IT consulting firm, replaced its existing computer network firewall with one that has enhanced monitoring and intrusion detection/prevention capabilities and created an additional layer of computer server security.  The CE also reviewed all user accounts and limited permissions on certain accounts to restrict standard users from making unapproved changes or installing unauthorized software on their devices. OCR reviewed the CE’s policies and procedures on uses and disclosures of PHI and safeguards.  During the investigation, OCR reviewed a copy of the CE’s 2016 risk analysis in place at the time of the incident, and its finalized 2017 risk analysis, the BA agreement with the vendor, as well as the security measures implemented to address risks and vulnerabilities. OCR obtained assurances that the CE implemented the corrective actions listed above.",0,0,0,0,1,0,0
"Harrisburg Gastroenterology LTD., the covered entity (CE) reported that as a result of a ransomware attack, and subsequent investigation, the CE discovered that an unauthorized party had obtained the credentials allowing access to the CE’s record systems  The breach affected 93,323 individuals and the types of protected health information (PHI) included demographic and clinical information, health insurance information, and social security numbers.  With the assistance of a forensic business associate (BA), the CE deactivated the compromised domain account and reset all account passwords.  The forensic information technology (IT) consulting firm conducted a comprehensive assessment to identify risks and vulnerabilities and to provide assistance with the implementation of new technical safeguards. The CE contracted with a new IT consulting firm, replaced its existing computer network firewall with one providing enhanced monitoring and intrusion detection/prevention capabilities and created an additional layer of computer server security.  The CE also reviewed all user accounts and limited permissions on certain accounts to restrict standard users from making unapproved changes or installing unauthorized software on their devices.  OCR reviewed  the CE’s policies and procedures on uses and disclosures of PHI and safeguards.  During the investigation, OCR reviewed a copy of the 2016 risk analysis in place at the time of the incident, and the CE’s finalized 2017 risk analysis, the BA agreement with the vendor, as well as the security measures implemented to address risks and vulnerabilities.  OCR obtained assurances that the CE implemented the corrective actions listed above.",0,0,0,0,1,0,0
"Memorial Hospital Clinic South reported a breach when computer malware (i.e.,ransomware) was found on its network server. This breach affected the protected health information (PHI) of 842 individuals, and included clinical and demographic information. The specific types of PHI involved in the breach included addresses, birthdates, driver's license numbers, names, social security numbers, diagnoses/conditions, lab results, medications, and other treatment information. This review has been consolidated with another review of this covered entity.",0,0,0,0,1,0,0
"Seminole Hospital District of Gaines County Texas, the covered entity (CE), was a victim of a ransomware attack on a shared computer server for Memorial Hospital Clinic West (MHCW) and Memorial Hospital Clinic South (MHCS), part of the CE.  As a result of the attack, the protected health information (PHI) of approximately 521 patients from MHCW and 842 patients from MHCS was held for ransom. The types of PHI involved in the breach included demographic and clinical information. The CE provided breach notification to HHS, affected individuals and the media. Following the breach, the CE retrained staff and deployed additional software to block ransomware attacks. OCR obtained assurances that the CE implemented the corrective actions noted above.",0,0,0,0,1,0,0
"On February 17, 2017, the covered entity (CE) worked with eClinicalWorks, its electronic health records (EHR) vendor, to resolve data synchronization issues. The following day the CE granted two individuals remote access after receiving telephone calls from individuals purporting to be with eClinicalWorks to continue their work. On February 20, 2017, the CE was unable to access EHR data because the data was encrypted and had been subjected to a ransomware attack. The breach affected approximately 4,903 individuals’ protected health information (PHI), including patients’ names, dates of birth, addresses, social security numbers, diagnoses/conditions, lab results, and medications. The CE provided breach notification to HHS, affected individuals, and the media and also reported the breach to the FBI. To prevent a similar occurrence, the CE implemented new Privacy and Security Rule policies and procedures, trained its workforce on the new policies and procedures, implemented a new information system activity review process, deployed new billing software with cloud-based backup, and implemented new anti-virus software. OCR obtained documented assurances that the CE implemented these corrective action steps.",0,0,0,0,1,0,0
"Cardiology Center of Acadiana, the covered entity (CE), reported that protected health information (PHI) on a computer server became encrypted and unusable as a result of a ransomware attack.  The attack affected the PHI of 9,681 individuals and included demographic, financial, and clinical information.  The CE provided breach notification to the affected individuals, HHS, and the media.  As a result of OCR’s investigation, the CE also took corrective action, implementing technical safeguards, including installing a new firewall.",0,0,0,0,1,0,0
"ABCD Pediatrics, P.A., the covered entity (CE) reported that its electronic health records system was hacked and ransomware began encrypting protected health information (PHI) stored on its servers.  The PHI included patient names, addresses, dates of birth, Social Security numbers, drivers’ license information, diagnoses, medical conditions, lab results, medications, other treatments, and claims information.  Approximately 55,447 individuals were affected by the breach. The CE took several corrective action steps to resolve the issue raised in the breach report. The corrective action taken included closing down remote access to terminal services and requiring workforce members to use a Virtual Private Network for remote access.  The CE also conducted audits and disabled inactive user accounts, strengthened password requirements, and implemented account lockout policies.  During the investigation, OCR verified that the CE implemented encryption on laptops and mobile devices.  OCR provided technical assistance concerning the breach notification policies of the CE and received revised versions of those policies. The CE also revised policies regarding periodic risk analyses to update its Security Rule requirements in accordance with OCR’s technical assistance. ",0,0,0,0,1,0,0
"The covered entity (CE), Estill County Chiropractic, discovered that an unauthorized user installed malicious software (ransomware) on its computer system that encrypted 5,335 patients’ files.  An investigation revealed that the hacker was able to gain access to the CE’s server using the administrative credentials of its electronic medical records vendor.  The types of PHI involved in the incident included patients’ names, addresses, phone numbers, email addresses, dates of birth, social security numbers, provider notes, health plan and claims numbers, clinical information, and health diagnoses.  The CE provided breach notification to HHS, affected individuals, and the media.  The CE immediately disconnected its server and workstations, hired outside counsel, and consulted forensic investigators.  Further, the CE purchased and installed a new server and installed a new version of its electronic medical record software with strengthened safeguards.  OCR provided technical assistance to the CE regarding business associate (BA) agreements with vendors, and the CE provided OCR with an updated BA agreement.  The CE also retrained its workforce and updated its HIPAA policies and procedures.  OCR obtained assurances that the CE implemented the corrective actions listed above.  ",0,0,0,0,1,0,0
"The covered entity (CE) was the victim of a malware/ransom attack. The electronic protected health information (ePHI) involved in the breach included the names, dates of birth, addresses, social security numbers, and health care claims information of of 3,929 individuals. The CE provided breach notification to HHS, affected individuals, and the media.  Following the breach, the CE strengthened its administrative and technical safeguards by implementing a stronger password policy encrypting all its computers, and enhancing firewall and antivirus protection for its electronic systems. OCR’s investigation resulted in the CE enhancing its  safeguards for ePHI.",0,0,0,0,1,0,0
"The covered entity (CE), 2020 Onsite Optometry, experienced a ransomware attack that affected the electronic protected health information (ePHI) (specifically, demographic and health appointment information) of 15,400 individuals. Following the incident, the CE blocked the attacker’s access to its information system, changed the system password, upgraded pertinent software, and hired third-parties to assist in responding to the incident and guarding against future incidents. The CE notified affected individuals, the media and HHS in accordance with the Breach Notification Rule. OCR reviewed the CE's relevant policies, procedures and documentation of its privacy and security safeguards as part of this investigation. ",0,0,0,0,1,0,0
"On January 3, 2017, the covered entity (CE) reported that on November 3, 2016, Summit Reinsurance, a business associate (BA), indicated it discovered ransomware on one of its computer servers. The breach affected approximately 1,375 individuals’ protected health information (PHI) and included patients’ names, addresses, dates of birth, provider names, and health insurance claim information.  The CE provided breach notification to HHS, affected individuals, and the media, and also provided free credit monitoring.  The CE revised its policies and procedures related to the nature of the breach.  OCR provided substantial technical assistance to the CE and obtained assurances that the CE implemented the corrective actions noted above.",0,0,0,0,1,0,0
"On November 15, 2016, a business associate (BA), Summit Reinsurance, notified the covered entity (CE), PrimeWest Health, of a data security incident involving the CE’s data. The breach affected approximately 2,441 individuals. The protected health information included patients’ names, addresses, date of birth, and social security numbers. The BA mitigated the breach by taking the computer server offline and by confirming that the ransomware was limited to a specific server.  The BA also assessed and removed any remote access to the data through the ransomware. The CE provided breach notification to the media, affected patients and HHS.  OCR obtained documented assurances that the CE implemented the corrective actions listed above.",0,0,0,0,1,0,0
"On November 3, 2016, a cyber-attacker accessed the covered entity’s (CE) practice computer system to deny access to certain portions of its computer system until a ransom was paid.  The CE, Maryland Medical Center, shut down the system and utilized its backup to recover the lost information.  The compromised information consisted of correspondence to patients regarding test results utilizing patient names, date of birth, social security number.  The documents targeted by the virus affected approximately 10,000 individuals.  After the compromise, the CE put the computer system in safe mode, conducted a virus scan, and quarantined and destroyed computer viruses.  The CE confirmed that it closed the system network and password protected the Wi-Fi.  The CE implemented a procedure requiring pre-approval of all electronic devices connected to its systems and requiring a firewall for remote access to the virtual private network (VPN).  The CE sanctioned the employee responsible for the breach and retrained all employees.  OCR reviewed the CE’s current risk assessment and obtained assurances that the CE implemented the corrective actions listed.",0,0,0,0,1,0,0
"The Susan M. Hughes Center, the covered entity (CE), reported that it was the victim of a ransomware attack that affected the electronic protected health information (ePHI) of 11,400 individuals.  The ePHI involved included names, telephone numbers, financial information, and treatment information.  The CE notified HHS, affected individuals, and the media.  In its mitigation efforts, the CE implemented additional administrative and technical safeguards and retrained its staff to better protect its sensitive data.  OCR obtained assurances that the CE implemented the corrective actions noted.",0,0,0,0,1,0,0
"In early August of 2016, ransomware infected Desert Care Family and Sports Medicine’s (DCFSM’s) server and encrypted all of the data contained on the server.  DCFSM contacted its IT provider and Data Doctors but was unable to break one of the two encryption variants.  DCFSM was also unable to recover the patient data on the server. DCFSM contacted the Casa Grande Police Department and the FBI to notify them of this incident.  DCFSM is unsure how many individuals were affected by this incident but reported the breach as affecting over 500 individuals in an abundance of caution.  DCFSM provided substitute and media breach notification but did not provide individual breach notification because its server was inaccessible due to the ransomware attack and it could not retrieve its patients’ contact information.  In response to the breach, DCFSM added an off-site backup, retrained all of its employees, and obtained a new server.  DCFSM closed its business on December 20, 2016 and as of January 1, 2017, another business is operating the practice.  OCR provided DCFSM with technical assistance regarding the Security Rule risk analysis and risk management provisions.",0,0,0,0,1,0,0
"A computer server for the covered entity’s (CE) reinsurer was infected with ransomware from March 12 to August 8, 2016, making protected health information (PHI) accessible.  The PHI included the names, addresses, dates of birth, Social Security numbers, and clinical data pertaining to approximately 1,000 individuals. The CE submitted a breach report to HHS out of caution even though the reinsurer was not a business associate (BA).  The CE provided evidence that a BA was not necessary and the disclosures were permitted under HIPAA for health care operations purposes.  The reinsurer provided breach notification to the affected individuals and the CE sent notice to the media and posted a substitute notice on its website.  The CE also retrained staff and reviewed its BA agreements and its HIPAA policies and procedures.  OCR obtained documentation that the CE implemented the actions listed above.  ",0,0,0,0,1,0,0
"On October 6, 2016, the covered entity (CE), Meigs County EMS, reported that it detected a ransomware attack on its computer server, and that the hackers might have acquired patients’ protected health information (PHI). The breach affected approximately 817 individuals, and the types of PHI involved in the breach included demographic, financial, and clinical information. The CE provided breach notification to HHS, affected individuals, and the media. In response to the breach, the CE implemented physical, administrative and technical safeguards. The CE also performed an audit of its computer network accounts by removing unnecessary or stale accounts. OCR obtained assurances that the CE implemented the corrective actions noted above.",0,0,0,0,1,0,0
"OCR opened an investigation of the covered entity (CE), Louisiana Health Cooperative, Inc., after it reported a breach involving its business associate (BA), Summit Reinsurance Services, Inc. The BA discovered ransomware on a server containing the unencrypted electronic protected health information (ePHI) of approximately 8,000 members of the CE. The ePHI included social security numbers, insurance and treatment information, and other demographic information. Upon discovery of the breach, the BA initiated an investigation to determine the nature and extent of the attack as well as to assess the system vulnerabilities.  The CE provided breach notification to HHS and posted substitute notice on its website.  The BA provided breach notification to the affected individuals and the media.  OCR verified that CE had a proper BA agreement in place, which restricted the BA's use and disclosure of PHI and required the BA to safeguard all PHI.",0,0,0,0,1,0,0
"An employee of the covered entity (CE), LCS Westminster Partnership IV, LLP d/b/a Sagewood, opened an email that appeared to be an invoice directed to the CE that was actually a Locky variant ransomware attack.  The incident affected approximately 863 individuals.  The types of protected health information (PHI) involved in the incident included names, addresses, dates of birth, some social security numbers, claims information, billing codes, and clinical information.  The CE provided breach notification to HHS, affected individuals, and the media, and also provided substitute notice.  Following the breach, which the employee immediately reported to the CE’s information technology services, the CE contained and eliminated the ransomware threat within an hour and verified that no files were missing following the attack.  As a result of this incident, the CE upgraded its anti-virus software to better detect new malware threats, and conducted a risk analysis to assess threats to electronic PHI.  As a result of OCR’s investigation, OCR obtained written assurances that the CE will update its policies and procedures to require regular review of information system activity.",0,0,0,0,1,0,0
"Dr. Dennis T. Myers, D.D.S., P.A, the covered entity (CE), reported that on August 26, 2016, it discovered that it was the victim of a ransomware attack on its electronic protected health information (ePHI), affecting 3,364 individuals.  The CE notified OCR that its owner passed away on June 3, 2018. OCR confirmed this, and discovered that the CE had been a solo practitioner and was in the process of closing, due to the owner’s passing. Therefore, OCR decided not to further investigate this breach.",0,0,0,0,1,0,0
"The covered entity (CE), You and Your Health Family Care, Inc., discovered a ransomware virus accessed its server through an open firewall port on September 11, 2016. The ransomware accessed data that included patient names, addresses, dates of birth, Social Security numbers, and clinical information for 1,456 individuals. The CE provided breach notification to HHS, affected individuals, and the media. In response to the breach, the CE initiated a comprehensive review of its privacy and security safeguards, secured all open ports in its firewall, reviewed and secured all user accounts and strengthened passwords, and installed additional security software. It developed a plan to implement an audit system and encryption mechanisms, and retrain all staff after it finishes the in-depth review and update of its privacy and security policies. Additionally, it will conduct a risk analysis on an annual basis moving forward. OCR obtained assurances that the CE implemented the corrective actions listed above.",0,0,0,0,1,0,0
"An unauthorized user deployed ransomware to invade the covered entity’s (CE) computer server and demanded payment to recover the CE’s patient data.  The breach involved the protected health information (PHI) of 2,938 individuals and included demographic and clinical information.  The CE, the Warren Clinic, operated by St. Francis Health Systems, provided breach notification to HHS, affected individuals and the media and provided affected individuals with complimentary identity protection coverage.  As a result of the breach the CE implemented safeguards and restricted its computer servers from internet access.  OCR obtained assurances that the CE implemented the corrective actions listed above.",0,0,0,0,1,0,0
"Francisco Jaume, D.O. the covered entity (CE), reported a breach of 14,246 patients’ protected health information (PHI) when it suffered a ransomware (malware) attack starting on August 22, 2016.  The types of PHI involved included patients’ names, addresses, medical information, and social security numbers. The CE provided breach notification to affected individuals, the media, and HHS.  Immediately after discovering the breach, the CE worked to regain control of its data and investigated the incident using forensic analysis.  As a result of the incident and OCR’s investigation, the CE implemented additional safeguards, such as regular remote monitoring and monthly reporting of intrusion activity, anti-virus management, changed/strengthened system passwords, and revised backup processes. In addition, the CE trained staff and revised its HIPAA policies and procedures. OCR obtained assurances that the CE  implemented the corrective actions above.",0,0,0,0,1,0,0
"On August 3, 2016, a hacker accessed the covered entity's (CE) computer system and subsequently launched a ransomware attack, which began encrypting data stored on the CE's computer servers. The CE immediately shut down its computer system to prevent loss of patient information, and promptly launched an investigation.  The CE retained an independent computer forensic expert to assist with the investigation and discovered that some patient records were irretrievably deleted. The CE provided breach notification to HHS, affected individuals, and the media.  The CE did not receive any indication that any personal data was misused. However, out of an abundance of caution, the CE offered affected patients identity protection services.  Following the breach, the CE installed new anti-virus protection software on all machines operating on its network.  It also implemented a  policy that specifies staff will be trained on the following topics:  how to identify/handle potential scams/hoaxes; how protection software operates; good security practices for web browsing, sharing files, email attachments; risks of installing unsupported software, and; what to do when anti-virus and mal-ware protection software detects a computer virus or worm.  OCR obtained assurances that the CE implemented the corrective actions noted above.",0,0,0,0,1,0,0
"Ransomware infected systems operated by the covered entity’s (CE) business associate (BA), Marin Medical Practice Concepts, Inc.  A third party forensic firm hired to investigate the incident found no evidence that patients’ personal, financial, or health information was accessed, viewed, or transferred.  However, during the restoration process, one of the BA’s backup systems failed, causing the loss of protected health information (PHI) documented by the CE’s physicians during the period from July 11, 2016 through July 26, 2016.  The PHI included vital signs, limited clinical histories, documentation of physical examinations, and records of the communications between patients and their physicians during their visits.  OCR consolidated this review with an existing review of the BA involved in this case.",0,0,0,0,1,0,0
"Medical Practice Concepts, Inc., a business associate (BA) that provides the covered entity (CE), Prima Medical Foundation, with business and health care system services, experienced a ransomware infection. A third party forensic firm hired to investigate this incident found no evidence that protected health information was accessed, viewed, or transferred.  However, the BA informed the CE that during the data restoration process one of their backup systems failed, causing the loss of certain information documented by the CE's physicians during the period from July 11, 2016 through July 26, 2016. OCR has consolidated the review of this case into a review of the BA.",0,0,0,0,1,0,0
"Hackers placed ransomware on the covered entity's (CE) computer server.  The servers stored protected health information (PH)I—addresses, dates of birth, driver’s license data, names, social security numbers, claims information, credit card and bank account information, medical diagnoses, lab results, medications, and other treatment information—for approximately 1,500 individuals.  The data on the servers was encrypted and the hackers placed encryption on top of the CE’s encryption, preventing access by the CE.  The hackers demanded a ransom, which the CE paid.  After payment of the ransom, the CE re-gained access to the data on the server.  The CE hired a third party to perform a forensic investigation, and the CE provided a complete copy of the investigative report to OCR.  The CE also provided OCR with a detailed analysis of its risk assessment and its determination that the probability that data was compromised was very low. Out of an abundance of caution, the CE expanded its data security monitoring, updated its security management policies, and provided additional training to staff.  OCR obtained assurances that the CE implemented the actions listed above.",0,0,0,0,1,0,0
"The covered entity’s (CE) computer system was attacked by a ransomware virus that encrypted files, including the electronic protected health information (ePHI) of approximately 28,000 patients and damaged the network operating system rendering all of the CE's files unusable. The ePHI included demographic and clinical information. The CE provided breach notification to HHS, affected individuals, and the media and provided free credit monitoring to affected individuals. Following the breach, the CE deactivated the username and password that the hacker used to break into its system.  The CE provided OCR with copies of its HIPAA policies and procedures and assurances that staff was trained on the HIPAA Privacy and Security Rules. OCR obtained assurances that the CE implemented the corrective actions listed. The CE is expected to conduct a risk analysis and implement a corresponding remediation plan, review its existing HIPAA policies and procedures, execute a new business associate agreement with its electronic health records vendor, and conduct an assessment on applications to determine how important each is to patient care or business needs, in order to prioritize for data backup, disaster recovery and/or emergency operations plans.",0,0,0,0,1,0,0
"On August 1, 2016, after being notified that certain files were inaccessible, the covered entity (CE) detected ransomware which had encrypted files on two of its computer servers. The servers stored hospital operational manuals as well records containing the electronic protected health information (ePHI) of potentially 16,000 individuals. The types of ePHI involved in the breach included names, demographic information, dates of birth, treatment information, diagnoses, and in some cases social security numbers.  The CE provided breach notification to HHS, affected individuals, and the media.  The CE quickly identified the malware and shut down the impacted servers. The CE fully restored the data on the encrypted files through back up data without paying ransom. The CE implemented additional technical measures to improve malware prevention and detection. OCR’s investigation resulted in the CE improving its safeguards.  OCR obtained assurances that the CE implemented the corrective actions noted above.",0,0,0,0,1,0,0
"The covered entity (CE), Man Alive, Inc. and Lane Treatment Center, reported that on September 8, 2016, through remote access, a cyber-attacker hacked the CE’s computer system and installed ransomware on an employee’s computer to gain unauthorized access into the electronic patient record system.  The CE determined that the hacker accessed and downloaded summary patient profiles and lists consisting of 860 patients’ names, birthdates, social security numbers, drug dosage information, insurance identification numbers, street addresses, phone numbers, employment status and some demographic data.  The CE immediately removed the infected computer from the network and any data that was subjected to malicious encryption was restored.  The CE provided breach notification to HHS, affected individuals, and the media, and also posted substitute notice on its website.  It also notified the FBI and vendor partners.  Following the breach, the CE disabled all user remote access with the exception of a few vendors and implemented a security appliance that performs virus scanning at the gateway level, blocks unwanted protocols by policy, and provides firewalls. The CE also strengthened the complexity requirements for all user passwords.  OCR obtained sufficient assurances that the CE implemented the corrective actions listed above.",0,0,0,0,1,0,0
"Prosthetic and Orthotics Care Inc. was hacked and PHI was either erased or encrypted with ransomware. The covered entity received a ransom note demanding $75,000 in bitcoins. This incident affected 23,015 individuals.  Patient information included demographic information, names, and addresses, dates of birth, social security numbers, diagnosis/conditions, and treatment and claims information.  

Following the breach, the covered entity notified individuals, media, and the Department of Health and Human Services. 

The covered entity conducted an investigation to determine the root cause of the breach; contacted the FBI; and shut down the entire records system including MedFlex. Following these measures, the covered entity established stringent computer security guidelines, and retrained its staff in the new requirements intended to prevent a similar event from occurring in the future. The covered entity then cleaned and backed up pre-infiltration data files, installed new versions of Exchange Server and Office Suite, and installed a new MedFlex server. The covered entity also initiated upgrades to password length/complexity requirements, initiated multi-factor authentication for external RDP connections to the MedFlex server, and added additional controls on enhanced user privileges. 

During OCR’s investigation, the covered entity submitted documentation of these voluntary compliance actions.  The covered entity also provided OCR with its policies and procedures related to the safeguarding of PHI.
",0,0,0,0,1,0,0
"On June 17, 2016, Allergy, Asthma & Immunology of the Rockies, P.C., the covered entity (CE), discovered that its computer system was hacked and found evidence of ransomware and unknown accounts on the system. The CE determined that because there was unauthorized access to the system, there was a likelihood that electronic protected health information (ePHI) stored on the system had been compromised by the hackers. The compromised ePHI included the demographic, financial and clinical information of up to 6,851 individuals. The CE provided breach notification to HHS, affected individuals, and the media. Following the breach, the CE replaced the infected computer hard drive, rebuilt its system, and implemented a virtual private network (VPN) to protect against future incidents. OCR’s investigation resulted in the CE revising its procedures for safeguarding ePHI and protecting against malicious software. The CE also updated its risk analysis and risk management plan based on OCR’s technical assistance regarding the Security Rule’s requirements.",0,0,0,0,1,0,0
"The covered entity (CE), Family & Children’s Services of Mid Michigan, Inc., reported that its server was attacked by a ransomware virus.  The breach affected 981 individuals. The type of electronic protected health information (ePHI) involved included names, dates of birth, addresses, Social Security numbers, telephone numbers, financial information, medications prescribed, and clinical information.  Family & Children’s Services provided notification of the breach to HHS, all affected individuals, and the media.  The covered entity strengthened its password requirements, conducted a risk analysis, and implemented a risk management plan.  The covered entity provided documentation of these corrective steps to OCR.

",0,0,0,0,1,0,0
"An unauthorized person sent a fraudulent email with an attachment that triggered a download of a ransomware virus to 23,341 email addresses held by the covered entity’s (CE’s) business associate (BA) on its behalf.  The protected health information (PHI) involved in the breach included email addresses.  The CE sent an email notification to affected individuals on the day of the incident and sent another email notification two days later.  The CE provided breach notification to HHS, affected individuals, and the media and also posted substitute notice on its web site.  Following the breach, the CE assessed system controls, provided anti-scanning updates to its employees’ email, deleted the email addresses it maintained on its BA’s systems, and put a hold on the future electronic distribution of newsletters.  OCR obtained written assurances that the CE implemented the corrective actions listed above.",0,0,0,0,1,0,0
"In March 2016, the covered entity (CE), Morton Medical Center, reported that a virus encrypted many of its merge documents and held them for ransom, preventing the CE from printing any documents that required merging data. An internal investigation revealed that the ransomware had been introduced into its systems through an “add-on” through the Internet. After paying the ransom, the hacker(s) released the CE's entire electronic protected health information (ePHI). The breach affected the ePHI of approximately 3,000 individuals; however, there were no indications that ePHI was actually uploaded or accessed.   If the hackers accessed the ePHI, it would have contained names, addresses, demographic information and, possibly, some diagnostic information. Following the breach, the CE conducted an enterprise-wide analysis of the various risks to its ePHI and developed a risk management plan. The CE then overhauled its entire information technology system, focusing on strengthening its physical, administrative, and technical safeguards. The CE also re-trained its workforce members and implemented a new policy that prohibits Internet access for other than business reasons.   OCR provided technical assistance regarding the requirements of the Breach Notification Rule.  ",0,0,0,0,1,0,0
"On August 21, 2015, an unknown entity hacked into the covered entity's (CE) electronic database utilizing a Crypto Locker computer virus, and the virus attached to some of the CE's Portable Document Format (PDF) files which contained patients’ names, dates of birth, clinical information, and other personal identifiers.  The virus then blocked the CE's access to the aforementioned PDF files and the CE received an email message demanding a $500.00 ransom in order to gain access to the locked PDF files.  Approximately 10,000 individuals were affected by the breach.  Upon discovering the breach, the CE conducted a breach risk assessment which indicated that there was a low overall probability that protected health information (PHI) was compromised, and therefore, breach notification to individuals and the media was not required.  The CE reported the breach incident to the Internet Crime Complaint Center, a division of the Federal Bureau of Investigations.  To prevent similar breaches from happening in the future, the CE retained a computer forensic firm to assist with the analysis of the ransomware incident, and installed anti-malware products on all its computers.  The CE trained staff on its policies and procedures regarding Cyber Security Awareness.  OCR obtained documented assurances that the CE implemented the corrective actions noted above. ",0,0,0,0,1,0,0
"On March 19, 2013, the covered entity (CE), M & C Children’s Clinic, reported a breach when a hacker infected its network and encrypted patients’ electronic medical records.  The hacker contacted the CE and demanded money in return for allowing access to patients’ records.  The breach involved the clinical, financial, and demographic information of 3,667 individuals.  The CE provided breach notification to HHS, affected individuals, and the media.  Following the incident, the CE improved safeguards by adding enhanced firewalls and antivirus software.  It also closed all electronic access ports and revised its data backup and recovery/restoration plan.  Additionally, the CE trained staff on privacy and security.  OCR provided technical assistance to the CE on the requirements for conducting a thorough assessment of the potential risks and vulnerabilities to ePHI.",0,0,0,0,1,0,0
"OCR opened an investigation of the covered entity (CE), Sovereign Medical Group, LLC, after it reported that its data files were corrupted and were inaccessible on its network server.  The CE received a ransom note from a hacker advising that if it paid the specified amount the CE could regain access to its files.  The breach affected 27,800 individuals and the types of electronic protected health information (ePHI) included demographic information, social security numbers, driver’s license numbers, insurance information, dates of services, claims information,  diagnoses, and procedure codes.  Upon discovering the breach, the CE filed reports with the police department, the county prosecutor’s office, and the Federal Bureau of Investigations.  The CE provided breach notification to HHS, affected individuals, and the media, and offered one year of free credit monitoring services to the affected individuals.  As a result of the breach, the CE closed inbound communication ports to the contaminated server, deployed a web-filtering mechanism to scan and monitor all outbound traffic, and disabled all wireless networks. OCR provided the CE with technical assistance regarding the HIPAA Security Rule.",0,0,0,0,1,0,0
"Acadia Montana Treatment Center, the covered entity (CE), reported that an employee’s computer was infected with malware that affected the electronic protected health information (ePHI) of 14,794 individuals.  The ePHI involved included names, addresses, birthdates, drivers’ license numbers, diagnoses/conditions, lab results, medications prescribed, and other treatment information.  The CE notified HHS, affected individuals, and the media.  In its mitigation efforts, the CE retrained its workforce, implemented additional technical safeguards, and sanctioned the workforce member responsible for the breach.",0,0,0,0,0,1,0
